sym,country,state,fiscal_end,sic,sic_desc,exchange
NTCS,United States,WY,430.0,7374.0,Services-Computer Processing & Data Prep,
NTCT,United States,DE,331.0,7373.0,Services-Computer Integrated Systems Des,Nasdaq
NTES,Foreign,E9,,7372.0,Services-Prepackaged Software,"Nasdaq,OTC"
NTGR,United States,DE,1231.0,3576.0,Computer Communications Equipment,Nasdaq
NTHI,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
NTIC,United States,DE,831.0,3470.0,"Coating, Engraving & Allied Services",Nasdaq
NTIP,United States,MA,1231.0,6794.0,Patent Owners & Lessors,NYSE
NTLA,United States,DE,1231.0,2835.0,In Vitro & In Vivo Diagnostic Substances,Nasdaq
NTNX,United States,DE,731.0,7372.0,Services-Prepackaged Software,Nasdaq
NTPIF,Foreign,D8,1231.0,6500.0,Real Estate,OTC
NTR,Foreign,Z4,1231.0,2870.0,Agricultural Chemicals,NYSE
NTRA,United States,DE,1231.0,8071.0,Services-Medical Laboratories,Nasdaq
NTRB,United States,NV,131.0,3842.0,"Orthopedic, Prosthetic & Surgical Applia","Nasdaq,Nasdaq"
NTRP,United States,,228.0,4700.0,Transportation Services,Nasdaq
NTRR,United States,WY,131.0,2833.0,Medicinal Chemicals & Botanical Products,OTC
NTRS,United States,DE,1231.0,6022.0,State Commercial Banks,"Nasdaq,Nasdaq"
NTSK,United States,DE,131.0,7372.0,Services-Prepackaged Software,Nasdaq
NTST,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
NTTYY,Foreign,M0,331.0,4813.0,Telephone Communications (No Radioteleph,OTC
NTWK,United States,NV,630.0,7372.0,Services-Prepackaged Software,Nasdaq
NTWO,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
NTZ,Foreign,,1231.0,2510.0,Household Furniture,NYSE
NUAI,United States,NV,1231.0,1311.0,Crude Petroleum & Natural Gas,"Nasdaq,Nasdaq"
NUCL,United States,NV,1130.0,1090.0,Miscellaneous Metal Ores,"Nasdaq,Nasdaq"
NUE,United States,DE,1231.0,3312.0,"Steel Works, Blast Furnaces & Rolling Mi",NYSE
NUMD,United States,UT,1231.0,3841.0,Surgical & Medical Instruments & Apparat,OTC
NUS,United States,DE,1231.0,5122.0,"Wholesale-Drugs, Proprietaries & Druggis",NYSE
NUTR,United States,,,4700.0,Transportation Services,Nasdaq
NUTX,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
NUVB,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,NYSE
NUVI,United States,NV,731.0,2870.0,Agricultural Chemicals,
NUVL,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
NUVR,United States,MN,1231.0,4813.0,Telephone Communications (No Radioteleph,OTC
NUWE,United States,DE,1231.0,3845.0,Electromedical & Electrotherapeutic Appa,Nasdaq
NVA,Foreign,NV,630.0,1040.0,Gold and Silver Ores,"NYSE,NYSE"
NVAX,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
NVCR,United States,,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
NVCT,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
NVDA,United States,DE,131.0,3674.0,Semiconductors & Related Devices,Nasdaq
NVEC,United States,MN,331.0,3674.0,Semiconductors & Related Devices,Nasdaq
NVGS,Foreign,1T,1231.0,4412.0,Deep Sea Foreign Transportation of  Frei,NYSE
NVMI,Foreign,,1231.0,3827.0,Optical Instruments & Lenses,Nasdaq
NVNI,Foreign,E9,1231.0,7372.0,Services-Prepackaged Software,"Nasdaq,Nasdaq"
NVNO,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
NVR,United States,VA,1231.0,1531.0,Operative Builders,NYSE
NVRI,United States,DE,1231.0,4953.0,Refuse Systems,NYSE
NVS,Foreign,V8,1231.0,2834.0,Pharmaceutical Preparations,"NYSE,OTC"
NVST,United States,DE,1231.0,3843.0,Dental Equipment & Supplies,NYSE
NVT,United States,L2,1231.0,3550.0,Special Industry Machinery (No Metalwork,NYSE
NVTS,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
NVVE,United States,DE,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi",OTC
NVX,Foreign,C3,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi","Nasdaq,OTC"
NWBI,United States,MD,1231.0,6021.0,National Commercial Banks,Nasdaq
NWBO,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,OTC
NWE,United States,DE,1231.0,4931.0,Electric & Other Services Combined,Nasdaq
NWFL,United States,PA,1231.0,6022.0,State Commercial Banks,Nasdaq
NWGL,Foreign,D8,1231.0,2400.0,Lumber & Wood Products (No Furniture),Nasdaq
NWL,United States,DE,1231.0,3089.0,"Plastics Products, NEC",Nasdaq
NWN,United States,OR,1231.0,4924.0,Natural Gas Distribution,NYSE
NWPP,United States,VA,1231.0,6022.0,State Commercial Banks,OTC
NWPX,United States,OR,1231.0,3317.0,Steel Pipe & Tubes,Nasdaq
NWS,United States,DE,630.0,2711.0,Newspapers: Publishing or  Publishing & ,"Nasdaq,Nasdaq,OTC"
NWTG,United States,DE,1231.0,3949.0,"Sporting & Athletic Goods, NEC",Nasdaq
NX,United States,DE,1031.0,3350.0,Rolling Drawing & Extruding of  Nonferro,NYSE
NXB,United States,NV,1231.0,3730.0,Ship & Boat Building & Repairing,NYSE
NXDR,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",NYSE
NXDT,United States,DE,1231.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE"
NXE,Foreign,A1,1231.0,1090.0,Miscellaneous Metal Ores,NYSE
NXGL,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,"Nasdaq,Nasdaq"
NXL,United States,DE,1231.0,3845.0,Electromedical & Electrotherapeutic Appa,Nasdaq
NXMH,United States,,430.0,2000.0,Food and Kindred Products,
NXNT,United States,DE,1231.0,7372.0,Services-Prepackaged Software,OTC
NXPI,Foreign,,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
NXPL,United States,NV,1231.0,4813.0,Telephone Communications (No Radioteleph,Nasdaq
NXRT,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
NXST,United States,DE,1231.0,4833.0,Television Broadcasting Stations,Nasdaq
NXT,United States,DE,331.0,3674.0,Semiconductors & Related Devices,Nasdaq
NXTC,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
NXTS,United States,NV,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
NXTT,United States,WY,1231.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
NXXT,United States,DE,1231.0,5500.0,Retail-Auto Dealers & Gasoline Stations,Nasdaq
NYAX,Foreign,L3,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
NYC,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
NYMXF,Foreign,,1231.0,2835.0,In Vitro & In Vivo Diagnostic Substances,OTC
NYT,United States,NY,1231.0,2711.0,Newspapers: Publishing or  Publishing & ,NYSE
NYXH,Foreign,C9,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
O,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
OABI,United States,DE,1231.0,8731.0,Services-Commercial Physical & Biologica,"Nasdaq,Nasdaq"
OAK-PA,United States,DE,1231.0,6282.0,Investment Advice,"NYSE,NYSE"
OBAI,United States,DE,1231.0,4899.0,"Communications Services, NEC",Nasdaq
OBDC,United States,MD,1231.0,,,NYSE
OBE,Foreign,A0,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
OBIO,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
OBK,United States,LA,1231.0,6022.0,State Commercial Banks,NYSE
OBT,United States,DE,1231.0,6022.0,State Commercial Banks,Nasdaq
OBTC,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,Nasdaq
OBX,United States,,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
OC,United States,DE,1231.0,3290.0,"Abrasive, Asbestos & Misc Nonmetallic Mi",NYSE
OCC,United States,VA,1031.0,3357.0,Drawing & Insulating of  Nonferrous Wire,Nasdaq
OCEA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,OTC
OCFC,United States,DE,1231.0,6021.0,National Commercial Banks,Nasdaq
OCG,Foreign,E9,1231.0,7380.0,Services-Miscellaneous Business Services,Nasdaq
OCGN,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
OCLN,United States,NV,1231.0,3559.0,"Special Industry Machinery, NEC",OTC
OCSL,United States,DE,930.0,,,Nasdaq
OCTV,United States,L2,1231.0,7372.0,Services-Prepackaged Software,"Nasdaq,OTC"
OCUL,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ODC,United States,DE,731.0,3990.0,Miscellaneous Manufacturing Industries,NYSE
ODFL,United States,VA,1231.0,4213.0,Trucking (No Local),Nasdaq
ODRS,United States,UT,930.0,3949.0,"Sporting & Athletic Goods, NEC",OTC
ODTX,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ODV,Foreign,Z4,1231.0,1040.0,Gold and Silver Ores,"NYSE,Nasdaq,OTC"
ODYS,United States,,1231.0,7373.0,Services-Computer Integrated Systems Des,Nasdaq
ODYY,United States,NV,731.0,3841.0,Surgical & Medical Instruments & Apparat,OTC
OEC,Foreign,,1231.0,2890.0,Miscellaneous Chemical Products,NYSE
OESX,United States,WI,331.0,3640.0,Electric Lighting & Wiring Equipment,Nasdaq
OFAL,Foreign,E9,331.0,8711.0,Services-Engineering Services,Nasdaq
OFG,United States,PR,1231.0,6022.0,State Commercial Banks,NYSE
OFIX,United States,,1223.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
OFLX,United States,PA,1231.0,3430.0,"Heating Equip, Except Elec & Warm Air; &",Nasdaq
OFRM,United States,DE,1231.0,2000.0,Food and Kindred Products,NYSE
OFS,United States,,1231.0,,,"Nasdaq,Nasdaq,Nasdaq"
OGE,United States,OK,1231.0,4911.0,Electric Services,NYSE
OGEN,United States,FL,1231.0,2834.0,Pharmaceutical Preparations,NYSE
OGI,Foreign,Z4,930.0,2834.0,Pharmaceutical Preparations,Nasdaq
OGN,United States,,1231.0,2834.0,Pharmaceutical Preparations,NYSE
OGS,United States,OK,1231.0,4924.0,Natural Gas Distribution,NYSE
OHI,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
OI,United States,DE,1231.0,3221.0,Glass Containers,NYSE
OII,United States,DE,1231.0,1389.0,"Oil & Gas Field Services, NEC",NYSE
OIO,Foreign,E9,,4953.0,Refuse Systems,"Nasdaq,Nasdaq"
OIS,United States,DE,1231.0,3533.0,Oil & Gas Field Machinery & Equipment,NYSE
OKE,United States,OK,1231.0,4923.0,Natural Gas Transmisison & Distribution,NYSE
OKLO,United States,DE,1231.0,4911.0,Electric Services,NYSE
OKMN,United States,NV,630.0,1311.0,Crude Petroleum & Natural Gas,
OKTA,United States,DE,131.0,7372.0,Services-Prepackaged Software,Nasdaq
OKUR,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
OKYO,Foreign,,,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
OLB,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
OLED,United States,PA,1231.0,3670.0,Electronic Components & Accessories,Nasdaq
OLLI,United States,DE,130.0,5331.0,Retail-Variety Stores,Nasdaq
OLMA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
OLN,United States,VA,1231.0,2800.0,Chemicals & Allied Products,NYSE
OLOX,United States,DE,1231.0,5030.0,Wholesale-Lumber & Other Construction Ma,Nasdaq
OLP,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
OLPX,United States,DE,1231.0,2844.0,"Perfumes, Cosmetics & Other Toilet Prepa",Nasdaq
OM,United States,DE,1231.0,3845.0,Electromedical & Electrotherapeutic Appa,Nasdaq
OMC,United States,NY,1231.0,7311.0,Services-Advertising Agencies,NYSE
OMCC,United States,FL,331.0,6153.0,Short-Term Business Credit Institutions,
OMCL,United States,DE,1231.0,3571.0,Electronic Computers,Nasdaq
OMDA,United States,DE,1231.0,8000.0,Services-Health Services,Nasdaq
OMER,United States,WA,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
OMEX,United States,NV,1231.0,4400.0,Water Transportation,Nasdaq
OMF,United States,DE,1231.0,6141.0,Personal Credit Institutions,NYSE
OMH,Foreign,E9,1231.0,6531.0,Real Estate Agents & Managers (For Other,Nasdaq
OMQS,United States,DE,1231.0,7373.0,Services-Computer Integrated Systems Des,OTC
OMSE,Foreign,,,3533.0,Oil & Gas Field Machinery & Equipment,Nasdaq
OMTK,United States,,1231.0,3714.0,Motor Vehicle Parts & Accessories,OTC
ON,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
ONAR,United States,NV,1231.0,7310.0,Services-Advertising,OTC
ONB,United States,IN,1231.0,6021.0,National Commercial Banks,"Nasdaq,Nasdaq,Nasdaq"
ONC,United States,,1231.0,2834.0,Pharmaceutical Preparations,"Nasdaq,OTC"
ONCH,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
ONCO,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ONCY,Foreign,NV,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ONDS,United States,NV,1231.0,3663.0,Radio & Tv Broadcasting & Communications,Nasdaq
ONEG,Foreign,,,1520.0,General Bldg Contractors - Residential B,Nasdaq
ONEI,United States,NV,1231.0,7374.0,Services-Computer Processing & Data Prep,OTC
ONEW,United States,DE,930.0,5531.0,Retail-Auto & Home Supply Stores,Nasdaq
ONFO,United States,DE,1231.0,7374.0,Services-Computer Processing & Data Prep,"Nasdaq,OTC,Nasdaq"
ONIT,United States,FL,1231.0,6162.0,Mortgage Bankers & Loan Correspondents,NYSE
ONL,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
ONMD,United States,DE,1231.0,8731.0,Services-Commercial Physical & Biologica,"Nasdaq,Nasdaq"
